retroID,Last,First,Bat,Throw,Team,Pos,season
auldt101,Aulds,Tex,R,R,BOS,C,47
battm101,Batts,Matt,R,R,BOS,C,47
butlb103,Butland,Bill,R,R,BOS,P,47
combm101,Combs,Merl,L,R,BOS,3B,47
culbl101,Culberson,Leon,R,R,BOS,OF,47
dealc101,Deal,Cot,B,R,BOS,P,47
dents101,Dente,Sam,R,R,BOS,3B,47
dimad101,DiMaggio,Dom,R,R,BOS,OF,47
dobsj101,Dobson,Joe,R,R,BOS,P,47
doerb101,Doerr,Bobby,R,R,BOS,2B,47
dorif101,Dorish,Fritz,R,R,BOS,P,47
ferrd101,Ferriss,Dave,L,R,BOS,P,47
finet101,Fine,Tommy,B,R,BOS,P,47
galed101,Galehouse,Denny,R,R,BOS,P,47
goodb101,Goodman,Billy,L,R,BOS,OF,47
guttd101,Gutteridge,Don,R,R,BOS,2B,47
harrm101,Harris,Mickey,L,L,BOS,P,47
hayef101,Hayes,Frankie,R,R,BOS,C,47
hught102,Hughson,Tex,R,R,BOS,P,47
johne105,Johnson,Earl,L,L,BOS,P,47
jonej106,Jones,Jake,R,R,BOS,1B,47
klinb101,Klinger,Bob,R,R,BOS,P,47
mcbrt101,McBride,Tom,R,R,BOS,OF,47
mcgae101,McGah,Eddie,R,R,BOS,C,47
meles101,Mele,Sam,R,R,BOS,OF,47
mosew101,Moses,Wally,L,L,BOS,OF,47
murpj103,Murphy,Johnny,R,R,BOS,P,47
parnm101,Parnell,Mel,L,L,BOS,P,47
partr101,Partee,Roy,R,R,BOS,C,47
pelle101,Pellagrini,Eddie,R,R,BOS,3B,47
peskj101,Pesky,Johnny,L,R,BOS,SS,47
russr101,Russell,Rip,R,R,BOS,3B,47
shofs101,Shofner,Strick,L,R,BOS,3B,47
smite105,Smith,Eddie,B,L,BOS,P,47
stobc101,Stobbs,Chuck,L,L,BOS,P,47
tebbb101,Tebbetts,Birdie,R,R,BOS,C,47
wagnh102,Wagner,Hal,L,R,BOS,C,47
widma101,Widmar,Al,R,R,BOS,P,47
willt103,Williams,Ted,L,R,BOS,OF,47
yorkr101,York,Rudy,R,R,BOS,1B,47
zubeb101,Zuber,Bill,R,R,BOS,P,47
bankd101,Bankhead,Dan,R,R,BRO,P,47
bantj101,Banta,Jack,L,R,BRO,P,47
barnr103,Barney,Rex,R,R,BRO,P,47
behrh101,Behrman,Hank,R,R,BRO,P,47
bragb101,Bragan,Bobby,R,R,BRO,C,47
branr103,Branca,Ralph,R,R,BRO,P,47
browt103,Brown,Tommy,R,R,BRO,3B,47
caseh101,Casey,Hugh,R,R,BRO,P,47
chane102,Chandler,Ed,R,R,BRO,P,47
dockg101,Dockins,George,L,L,BRO,P,47
edwab101,Edwards,Bruce,R,R,BRO,C,47
furic101,Furillo,Carl,R,R,BRO,OF,47
giona101,Gionfriddo,Al,L,L,BRO,OF,47
gregh102,Gregg,Hal,R,R,BRO,P,47
hattj101,Hatten,Joe,R,L,BRO,P,47
haugp101,Haugstad,Phil,R,R,BRO,P,47
hermg101,Hermanski,Gene,L,R,BRO,OF,47
higbk101,Higbe,Kirby,R,R,BRO,P,47
hodgg101,Hodges,Gil,R,R,BRO,C,47
jorgs101,Jorgensen,Spider,L,R,BRO,3B,47
kingc101,King,Clyde,B,R,BRO,P,47
lavac101,Lavagetto,Cookie,R,R,BRO,3B,47
lombv101,Lombardi,Vic,L,L,BRO,P,47
lundd102,Lund,Don,R,R,BRO,OF,47
meltr101,Melton,Rube,R,R,BRO,P,47
mikse101,Miksis,Eddie,R,R,BRO,2B,47
palie101,Palica,Erv,R,R,BRO,P,47
rackm101,Rackley,Marv,L,L,BRO,OF,47
ramsw101,Ramsdell,Willie,R,R,BRO,P,47
reesp101,Reese,Pee Wee,R,R,BRO,SS,47
reisp101,Reiser,Pete,L,R,BRO,OF,47
robij103,Robinson,Jackie,R,R,BRO,1B,47
rojes101,Rojek,Stan,R,R,BRO,SS,47
schuh101,Schultz,Howie,R,R,BRO,1B,47
snidd101,Snider,Duke,L,R,BRO,OF,47
stane101,Stanky,Eddie,R,R,BRO,2B,47
steve101,Stevens,Ed,L,L,BRO,1B,47
tatut101,Tatum,Tommy,R,R,BRO,OF,47
taylh101,Taylor,Harry,R,R,BRO,P,47
vancj101,Van Cuyk,Johnny,L,L,BRO,P,47
vauga101,Vaughan,Arky,L,R,BRO,OF,47
walkd101,Walker,Dixie,L,R,BRO,OF,47
whitd103,Whitman,Dick,L,R,BRO,OF,47
barrr101,Barrett,Red,R,R,BSN,P,47
beazj101,Beazley,Johnny,R,R,BSN,P,47
bradb103,Brady,Bob,L,R,BSN,PH,47
cameh101,Camelli,Hank,R,R,BSN,C,47
coopm101,Cooper,Mort,R,R,BSN,P,47
culld101,Culler,Dick,R,R,BSN,SS,47
ellib103,Elliott,Bob,R,R,BSN,3B,47
ellig102,Elliott,Glenn,B,L,BSN,P,47
fernn101,Fernandez,Nanny,R,R,BSN,SS,47
holmt101,Holmes,Tommy,L,L,BSN,OF,47
hoppj102,Hopp,Johnny,L,L,BSN,OF,47
johns103,Johnson,Si,R,R,BSN,P,47
karla101,Karl,Andy,R,R,BSN,P,47
lanfw101,Lanfranconi,Walt,R,R,BSN,P,47
lannj101,Lanning,Johnny,R,R,BSN,P,47
litwd101,Litwhiler,Danny,R,R,BSN,OF,47
macom101,Macon,Max,L,L,BSN,P,47
martr103,Martin,Ray,R,R,BSN,P,47
masip101,Masi,Phil,R,R,BSN,C,47
mccof101,McCormick,Frank,R,R,BSN,1B,47
mccom101,McCormick,Mike,R,R,BSN,OF,47
mulld101,Mulligan,Dick,L,L,BSN,P,47
murtd101,Murtaugh,Danny,R,R,BSN,2B,47
neilt101,Neill,Tommy,L,R,BSN,OF,47
roweb101,Rowell,Bama,L,R,BSN,OF,47
ryanc102,Ryan,Connie,R,R,BSN,2B,47
sainj101,Sain,Johnny,R,R,BSN,P,47
shouc101,Shoun,Clyde,L,L,BSN,P,47
sists101,Sisti,Sibby,R,R,BSN,SS,47
spahw101,Spahn,Warren,L,L,BSN,P,47
torge101,Torgeson,Earl,L,L,BSN,1B,47
voisb101,Voiselle,Bill,R,R,BSN,P,47
white103,White,Ernie,R,L,BSN,P,47
wrige101,Wright,Ed,R,R,BSN,P,47
appll101,Appling,Luke,R,R,CHA,SS,47
bakef103,Baker,Floyd,L,R,CHA,3B,47
bithh101,Bithorn,Hi,R,R,CHA,P,47
calde101,Caldwell,Earl,R,R,CHA,P,47
chril102,Christopher,Loyd,R,R,CHA,OF,47
dickg101,Dickey,George,B,R,CHA,C,47
gebrp101,Gebrian,Pete,R,R,CHA,P,47
gillb102,Gillespie,Bob,R,R,CHA,P,47
grovo101,Grove,Orval,R,R,CHA,P,47
harre101,Harrist,Earl,R,R,CHA,P,47
haynj101,Haynes,Joe,R,R,CHA,P,47
hodgr101,Hodgin,Ralph,L,R,CHA,OF,47
jonej106,Jones,Jake,R,R,CHA,1B,47
kennb104,Kennedy,Bob,R,R,CHA,OF,47
kolld101,Kolloway,Don,R,R,CHA,2B,47
kuhej101,Kuhel,Joe,L,L,CHA,PH,47
lee-t101,Lee,Thornton,L,L,CHA,P,47
lopae101,Lopat,Eddie,L,L,CHA,P,47
maltg101,Maltzberger,Gordon,R,R,CHA,P,47
michc101,Michaels,Cass,R,R,CHA,2B,47
papif101,Papish,Frank,R,L,CHA,P,47
phild102,Philley,Dave,B,R,CHA,OF,47
rignj101,Rigney,Johnny,R,R,CHA,P,47
ruffr101,Ruffing,Red,R,R,CHA,P,47
smite105,Smith,Eddie,B,L,CHA,P,47
stepj101,Stephenson,Joe,R,R,CHA,C,47
tresm101,Tresh,Mike,R,R,CHA,C,47
tuckt102,Tucker,Thurman,L,R,CHA,OF,47
wallj102,Wallaesa,Jack,B,R,CHA,SS,47
wrigt102,Wright,Taffy,L,R,CHA,OF,47
yorkr101,York,Rudy,R,R,CHA,1B,47
aberc101,Aberson,Cliff,R,R,CHN,OF,47
boroh101,Borowy,Hank,R,R,CHN,P,47
carpb101,Carpenter,Bob,R,R,CHN,P,47
cavap101,Cavarretta,Phil,L,L,CHN,OF,47
chipb101,Chipman,Bob,L,L,CHN,P,47
dalld101,Dallessandro,Dom,L,L,CHN,OF,47
ericp101,Erickson,Paul,R,R,CHN,P,47
freyl101,Frey,Lonny,L,R,CHN,2B,47
hacks101,Hack,Stan,L,R,CHN,3B,47
hamnr101,Hamner,Ralph,R,R,CHN,P,47
johnd101,Johnson,Don,R,R,CHN,2B,47
jurgb101,Jurges,Billy,R,R,CHN,SS,47
kushe101,Kush,Emil,R,R,CHN,P,47
laded101,Lade,Doyle,R,R,CHN,P,47
lee-b103,Lee,Bill,R,R,CHN,P,47
livim101,Livingston,Mickey,R,R,CHN,C,47
lowrp101,Lowrey,Peanuts,R,R,CHN,3B,47
mackr101,Mack,Ray,R,R,CHN,2B,47
madrs101,Madrid,Sal,R,R,CHN,SS,47
mccuc101,McCullough,Clyde,R,R,CHN,C,47
meerr101,Meers,Russ,L,L,CHN,P,47
merul101,Merullo,Lennie,R,R,CHN,SS,47
meyer101,Meyer,Russ,B,R,CHN,P,47
millo101,Miller,Ox,R,R,CHN,P,47
nichb101,Nicholson,Bill,L,R,CHN,OF,47
pafka101,Pafko,Andy,R,R,CHN,OF,47
passc101,Passeau,Claude,R,R,CHN,P,47
rickm101,Rickert,Marv,L,R,CHN,OF,47
scheb101,Scheffing,Bob,R,R,CHN,C,47
scheh103,Schenz,Hank,R,R,CHN,3B,47
schmf101,Schmidt,Freddy,R,R,CHN,P,47
schmj101,Schmitz,Johnny,R,L,CHN,P,47
sturb101,Sturgeon,Bobby,R,R,CHN,SS,47
waite101,Waitkus,Eddie,L,L,CHN,1B,47
willd109,Williams,Dewey,R,R,CHN,C,47
wyseh101,Wyse,Hank,R,R,CHN,P,47
adamb103,Adams,Bobby,R,R,CIN,2B,47
baumf101,Baumholtz,Frank,L,L,CIN,OF,47
beggj101,Beggs,Joe,R,R,CIN,P,47
blace102,Blackwell,Ewell,R,R,CIN,P,47
eraue101,Erautt,Eddie,R,R,CIN,P,47
galaa101,Galan,Augie,B,R,CIN,OF,47
gumbh101,Gumbert,Harry,R,R,CIN,P,47
haasb102,Haas,Bert,R,R,CIN,OF,47
hattg101,Hatton,Grady,L,R,CIN,3B,47
hetkj101,Hetki,Johnny,R,R,CIN,P,47
klust101,Kluszewski,Ted,L,L,CIN,1B,47
kresc101,Kress,Chuck,L,L,CIN,1B,47
lakea101,Lakeman,Al,R,R,CIN,PH,47
lamar101,Lamanno,Ray,R,R,CIN,C,47
lambc101,Lambert,Clayton,R,R,CIN,P,47
liveb101,Lively,Buddy,R,R,CIN,P,47
lukoe101,Lukon,Eddie,L,L,CIN,OF,47
mallb102,Malloy,Bob,R,R,CIN,P,47
mille104,Miller,Eddie,R,R,CIN,SS,47
muelr101,Mueller,Ray,R,R,CIN,C,47
perkh101,Perkowski,Harry,L,L,CIN,P,47
petek101,Peterson,Kent,R,L,CIN,P,47
polah101,Poland,Hugh,L,R,CIN,C,47
polik101,Polivka,Ken,L,L,CIN,P,47
raffk101,Raffensberger,Ken,R,L,CIN,P,47
ridde101,Riddle,Elmer,R,R,CIN,P,47
schum101,Schultz,Mike,L,L,CIN,P,47
shouc101,Shoun,Clyde,L,L,CIN,P,47
stalv101,Stallcup,Virgil,R,R,CIN,SS,47
tatut101,Tatum,Tommy,R,R,CIN,OF,47
usheb101,Usher,Bob,R,R,CIN,OF,47
vandj101,Vander Meer,Johnny,B,L,CIN,P,47
vollc101,Vollmer,Clyde,R,R,CIN,OF,47
wahlk101,Wahl,Kermit,R,R,CIN,3B,47
waltb102,Walters,Bucky,R,R,CIN,P,47
wehmh101,Wehmeier,Herm,R,R,CIN,P,47
younb102,Young,Babe,L,L,CIN,1B,47
zienb101,Zientara,Benny,R,R,CIN,2B,47
bearg102,Bearden,Gene,L,L,CLE,P,47
beckh102,Becker,Heinz,B,R,CLE,PH,47
blacd101,Black,Don,R,R,CLE,P,47
bocke101,Bockman,Eddie,R,R,CLE,3B,47
boudl101,Boudreau,Lou,R,R,CLE,SS,47
conwj103,Conway,Jack,R,R,CLE,SS,47
dobyl101,Doby,Larry,L,R,CLE,2B,47
dorsc101,Dorsett,Cal,R,R,CLE,P,47
edwah101,Edwards,Hank,L,L,CLE,OF,47
embrr101,Embree,Red,R,R,CLE,P,47
fellb101,Feller,Bob,R,R,CLE,P,47
fleml101,Fleming,Les,L,L,CLE,1B,47
frazj101,Frazier,Joe,L,R,CLE,OF,47
getta101,Gettel,Al,R,R,CLE,P,47
gordj101,Gordon,Joe,R,R,CLE,2B,47
groms101,Gromek,Steve,B,R,CLE,P,47
grote101,Groth,Ernest,R,R,CLE,P,47
hardm101,Harder,Mel,R,R,CLE,P,47
hegaj101,Hegan,Jim,R,R,CLE,C,47
keltk101,Keltner,Ken,R,R,CLE,3B,47
kliee101,Klieman,Ed,R,R,CLE,P,47
kuzab101,Kuzava,Bob,B,L,CLE,P,47
lemob101,Lemon,Bob,L,R,CLE,P,47
lindl101,Linde,Lyman,R,R,CLE,P,47
lopea102,Lopez,Al,R,R,CLE,C,47
mackf102,Mackiewicz,Felix,R,R,CLE,OF,47
metkg101,Metkovich,George,L,L,CLE,OF,47
mitcd101,Mitchell,Dale,L,L,CLE,OF,47
peckh101,Peck,Hal,L,L,CLE,OF,47
robie101,Robinson,Eddie,L,R,CLE,1B,47
rosea101,Rosen,Al,R,R,CLE,3B,47
ruszh101,Ruszkowski,Hank,R,R,CLE,C,47
seerp101,Seerey,Pat,R,R,CLE,OF,47
sepkt101,Sepkowski,Ted,L,R,CLE,OF,47
stepb103,Stephens,Bryan,R,R,CLE,P,47
wasdj101,Wasdell,Jimmy,L,L,CLE,PH,47
willl102,Willis,Les,L,L,CLE,P,47
wolfr102,Wolff,Roger,R,R,CLE,P,47
benta101,Benton,Al,R,R,DET,P,47
cramd102,Cramer,Doc,L,R,DET,OF,47
cullr101,Cullenbine,Roy,B,R,DET,1B,47
everh101,Evers,Hoot,R,R,DET,OF,47
gentr101,Gentry,Rufe,R,R,DET,P,47
gorsj101,Gorsica,Johnny,R,R,DET,P,47
grotj102,Groth,Johnny,R,R,DET,OF,47
houta101,Houtteman,Art,R,R,DET,P,47
hutcf101,Hutchinson,Fred,L,R,DET,P,47
kellg102,Kell,George,R,R,DET,3B,47
lakee101,Lake,Eddie,R,R,DET,SS,47
mayoe101,Mayo,Eddie,L,R,DET,2B,47
mchaj101,McHale,John,L,R,DET,1B,47
miere101,Mierkowicz,Ed,R,R,DET,OF,47
mullp101,Mullin,Pat,L,R,DET,OF,47
newhh101,Newhouser,Hal,L,L,DET,P,47
outlj101,Outlaw,Jimmy,R,R,DET,OF,47
overs101,Overmire,Stubby,R,L,DET,P,47
riebh101,Riebe,Hank,R,R,DET,C,47
steib101,Steiner,Ben,L,R,DET,PR,47
swifb102,Swift,Bob,R,R,DET,C,47
tebbb101,Tebbetts,Birdie,R,R,DET,C,47
troud101,Trout,Dizzy,R,R,DET,P,47
trucv101,Trucks,Virgil,R,R,DET,P,47
wagnh102,Wagner,Hal,L,R,DET,C,47
waked101,Wakefield,Dick,L,R,DET,OF,47
webbs101,Webb,Skeeter,R,R,DET,2B,47
wertv101,Wertz,Vic,L,R,DET,OF,47
whith101,White,Hal,R,R,DET,P,47
aberw101,Abernathy,Woody,L,L,NY1,P,47
andrh101,Andrews,Hub,R,R,NY1,P,47
ayerb101,Ayers,Bill,R,R,NY1,P,47
beggj101,Beggs,Joe,R,R,NY1,P,47
blatb101,Blattner,Buddy,R,R,NY1,2B,47
budnm101,Budnick,Mike,R,R,NY1,P,47
carpb101,Carpenter,Bob,R,R,NY1,P,47
coopm101,Cooper,Mort,R,R,NY1,P,47
coopw102,Cooper,Walker,R,R,NY1,C,47
gearg101,Gearhart,Gary,R,L,NY1,OF,47
gords101,Gordon,Sid,R,R,NY1,OF,47
hansa101,Hansen,Andy,R,R,NY1,P,47
hartc102,Hartung,Clint,R,R,NY1,P,47
iotth102,Iott,Hooks,B,L,NY1,P,47
jansl101,Jansen,Larry,R,R,NY1,P,47
jones103,Jones,Sheldon,R,R,NY1,P,47
kennm101,Kennedy,Monty,R,L,NY1,P,47
kerrb101,Kerr,Buddy,R,R,NY1,SS,47
kosld101,Koslo,Dave,L,L,NY1,P,47
lafaj101,Lafata,Joe,L,L,NY1,OF,47
livim101,Livingston,Mickey,R,R,NY1,C,47
lockw101,Lockman,Whitey,L,R,NY1,PH,47
lohrj101,Lohrke,Jack,R,R,NY1,3B,47
lombe101,Lombardi,Ernie,R,R,NY1,C,47
marsw101,Marshall,Willard,L,R,NY1,OF,47
mizej101,Mize,Johnny,L,R,NY1,1B,47
ott-m101,Ott,Mel,L,R,NY1,PH,47
picom101,Picone,Mario,R,R,NY1,P,47
poatr101,Poat,Ray,R,R,NY1,P,47
rhawr101,Rhawn,Bobby,R,R,NY1,2B,47
rignb101,Rigney,Bill,R,R,NY1,2B,47
thomb105,Thomson,Bobby,R,R,NY1,OF,47
thomj102,Thompson,Junior,R,R,NY1,P,47
trink101,Trinkle,Ken,R,R,NY1,P,47
voisb101,Voiselle,Bill,R,R,NY1,P,47
warrb102,Warren,Bennie,R,R,NY1,C,47
westw101,Westrum,Wes,R,R,NY1,C,47
whitf104,White,Fuzz,L,R,NY1,OF,47
witem101,Witek,Mickey,R,R,NY1,2B,47
younb102,Young,Babe,L,L,NY1,PH,47
yvars101,Yvars,Sal,R,R,NY1,C,47
ardir101,Ardizoia,Rugger,R,R,NYA,P,47
berry101,Berra,Yogi,L,R,NYA,C,47
beveb101,Bevens,Bill,R,R,NYA,P,47
browb105,Brown,Bobby,L,R,NYA,3B,47
byrnt101,Byrne,Tommy,L,L,NYA,P,47
chans101,Chandler,Spud,R,R,NYA,P,47
clara102,Clark,Allie,R,R,NYA,OF,47
colmf101,Colman,Frank,L,L,NYA,OF,47
crosf103,Crosetti,Frankie,R,R,NYA,2B,47
dimaj101,DiMaggio,Joe,R,R,NYA,OF,47
drewk101,Drews,Karl,R,R,NYA,P,47
freyl101,Frey,Lonny,L,R,NYA,2B,47
gumpr101,Gumpert,Randy,R,R,NYA,P,47
henrt101,Henrich,Tommy,L,L,NYA,OF,47
houkr101,Houk,Ralph,R,R,NYA,C,47
johnb108,Johnson,Billy,R,R,NYA,3B,47
johnd102,Johnson,Don,R,R,NYA,P,47
kellc101,Keller,Charlie,L,R,NYA,OF,47
lindj101,Lindell,Johnny,R,R,NYA,OF,47
lolls101,Lollar,Sherm,R,R,NYA,C,47
lucaj102,Lucadello,Johnny,B,R,NYA,2B,47
lyona101,Lyons,Al,R,R,NYA,P,47
mackr101,Mack,Ray,R,R,NYA,PR,47
mcqug101,McQuinn,George,L,L,NYA,1B,47
newsb101,Newsom,Bobo,R,R,NYA,P,47
pagej101,Page,Joe,L,L,NYA,P,47
philj101,Phillips,Jack,R,R,NYA,1B,47
queem101,Queen,Mel,R,R,NYA,P,47
rascv101,Raschi,Vic,R,R,NYA,P,47
reyna102,Reynolds,Allie,R,R,NYA,P,47
rizzp101,Rizzuto,Phil,R,R,NYA,SS,47
robia101,Robinson,Aaron,L,R,NYA,C,47
sepkt101,Sepkowski,Ted,L,R,NYA,PR,47
sheas101,Shea,Spec,R,R,NYA,P,47
silvk101,Silvestri,Ken,B,R,NYA,C,47
stard102,Starr,Dick,R,R,NYA,P,47
stirs101,Stirnweiss,Snuffy,R,R,NYA,2B,47
wensb101,Wensloff,Butch,R,R,NYA,P,47
wighb101,Wight,Bill,L,L,NYA,P,47
adamd102,Adams,Dick,R,L,PHA,1B,47
binkg101,Binks,George,L,L,PHA,OF,47
brisl101,Brissie,Lou,L,L,PHA,P,47
chaps101,Chapman,Sam,R,R,PHA,OF,47
chrir101,Christopher,Russ,R,R,PHA,P,47
colej101,Coleman,Joe,R,R,PHA,P,47
coopp101,Cooper,Pat,R,R,PHA,1B,47
dietb101,Dietrich,Bill,R,R,PHA,P,47
fainf101,Fain,Ferris,L,L,PHA,1B,47
florj101,Flores,Jesse,R,R,PHA,P,47
fowld101,Fowler,Dick,R,R,PHA,P,47
fox-n101,Fox,Nellie,L,R,PHA,2B,47
franh101,Franks,Herman,L,R,PHA,C,47
guerm102,Guerra,Mike,R,R,PHA,C,47
handg101,Handley,Gene,R,R,PHA,2B,47
joose101,Joost,Eddie,R,R,PHA,SS,47
kirkt101,Kirk,Tom,L,L,PHA,PH,47
knica101,Knickerbocker,Austin,R,R,PHA,OF,47
laabc101,Laabs,Chet,R,R,PHA,OF,47
majeh101,Majeski,Hank,R,R,PHA,3B,47
marcp101,Marchildon,Phil,R,R,PHA,P,47
mccab106,McCahan,Bill,R,R,PHA,P,47
mccob101,McCosky,Barney,L,R,PHA,OF,47
poolr101,Poole,Ray,L,R,PHA,PH,47
richd103,Richmond,Don,L,R,PHA,3B,47
rosab101,Rosar,Buddy,R,R,PHA,C,47
rutnm101,Rutner,Mickey,R,R,PHA,3B,47
savab101,Savage,Bob,R,R,PHA,P,47
schec101,Scheib,Carl,R,R,PHA,P,47
sudep101,Suder,Pete,R,R,PHA,2B,47
valoe101,Valo,Elmer,L,R,PHA,OF,47
adamb101,Adams,Buster,R,R,PHI,OF,47
albrj101,Albright,Jack,R,R,PHI,SS,47
cabap101,Caballero,Putsy,R,R,PHI,2B,47
donnb101,Donnelly,Blix,R,R,PHI,P,47
ennid101,Ennis,Del,R,R,PHI,OF,47
etten101,Etten,Nick,L,L,PHI,1B,47
finnl101,Finney,Lou,L,R,PHI,PH,47
gilbc101,Gilbert,Charlie,L,L,PHI,OF,47
hamng102,Hamner,Granny,R,R,PHI,SS,47
handl101,Handley,Lee,R,R,PHI,3B,47
heink101,Heintzelman,Ken,R,L,PHI,P,47
hemsr101,Hemsley,Rollie,R,R,PHI,C,47
hoerl101,Hoerst,Lefty,L,L,PHI,P,47
hught101,Hughes,Tommy,R,R,PHI,P,47
jonew101,Jones,Willie,R,R,PHI,3B,47
juddo101,Judd,Oscar,L,L,PHI,P,47
juria101,Jurisich,Al,R,R,PHI,P,47
koecd101,Koecher,Dick,L,L,PHI,P,47
lakea101,Lakeman,Al,R,R,PHI,1B,47
lapor101,LaPointe,Ralph,R,R,PHI,SS,47
leond103,Leonard,Dutch,R,R,PHI,P,47
levaj101,Levan,Jesse,L,R,PHI,OF,47
maund101,Mauney,Dick,R,R,PHI,P,47
mccof101,McCormick,Frank,R,R,PHI,1B,47
newss101,Newsome,Skeeter,R,R,PHI,SS,47
nortr101,Northey,Ron,L,R,PHI,OF,47
padgd101,Padgett,Don,L,R,PHI,C,47
polah101,Poland,Hugh,L,R,PHI,C,47
possl101,Possehl,Lou,R,R,PHI,P,47
raffk101,Raffensberger,Ken,R,L,PHI,P,47
rowes101,Rowe,Schoolboy,R,R,PHI,P,47
schac101,Schanz,Charley,R,R,PHI,P,47
schmf101,Schmidt,Freddy,R,R,PHI,P,47
schuh101,Schultz,Howie,R,R,PHI,1B,47
semia101,Seminick,Andy,R,R,PHI,C,47
simmc101,Simmons,Curt,L,L,PHI,P,47
sprah102,Spragins,Homer,R,R,PHI,P,47
taboj101,Tabor,Jim,R,R,PHI,3B,47
verbe101,Verban,Emil,R,R,PHI,2B,47
walkh102,Walker,Harry,L,R,PHI,OF,47
wyroj101,Wyrostek,Johnny,L,R,PHI,OF,47
bagbj102,Bagby,Jim,R,R,PIT,P,47
bahre101,Bahr,Ed,R,R,PIT,P,47
basie101,Basinski,Eddie,R,R,PIT,2B,47
behrh101,Behrman,Hank,R,R,PIT,P,47
blooj101,Bloodworth,Jimmy,R,R,PIT,2B,47
bonht101,Bonham,Tiny,R,R,PIT,P,47
castp102,Castiglione,Pete,R,R,PIT,SS,47
cox-b101,Cox,Billy,R,R,PIT,SS,47
flete101,Fletcher,Elbie,L,L,PIT,1B,47
gablk101,Gables,Ken,R,R,PIT,P,47
giona101,Gionfriddo,Al,L,L,PIT,PH,47
greeh102,Greenberg,Hank,R,R,PIT,1B,47
gustf101,Gustine,Frankie,R,R,PIT,3B,47
heink101,Heintzelman,Ken,R,L,PIT,P,47
hermb101,Herman,Billy,R,R,PIT,2B,47
herra101,Herring,Art,R,R,PIT,P,47
higbk101,Higbe,Kirby,R,R,PIT,P,47
howal101,Howard,Lee,L,L,PIT,P,47
howed102,Howell,Dixie,R,R,PIT,C,47
jarvr102,Jarvis,Roy,R,R,PIT,C,47
kiner101,Kiner,Ralph,R,R,PIT,OF,47
klutc101,Kluttz,Clyde,R,R,PIT,C,47
lyona101,Lyons,Al,R,R,PIT,P,47
maucg101,Mauch,Gene,R,R,PIT,2B,47
mclic101,McLish,Cal,B,R,PIT,P,47
mulch101,Mulcahy,Hugh,R,R,PIT,P,47
nagys101,Nagy,Steve,L,L,PIT,P,47
ostef101,Ostermueller,Fritz,L,L,PIT,P,47
queem101,Queen,Mel,R,R,PIT,P,47
rikac101,Rikard,Culley,L,R,PIT,OF,47
roe-p101,Roe,Preacher,R,L,PIT,P,47
russj102,Russell,Jim,B,R,PIT,OF,47
salkb101,Salkeld,Bill,L,R,PIT,C,47
sewer101,Sewell,Rip,L,R,PIT,P,47
singe101,Singleton,Elmer,R,R,PIT,P,47
strin101,Strincevich,Nick,R,R,PIT,P,47
sullb103,Sullivan,Billy,L,R,PIT,C,47
tostl101,Tost,Lou,L,L,PIT,P,47
westw102,Westlake,Wally,R,R,PIT,OF,47
wietw101,Wietelmann,Whitey,B,R,PIT,SS,47
wolfr102,Wolff,Roger,R,R,PIT,P,47
woodg101,Woodling,Gene,L,R,PIT,OF,47
beraj101,Berardino,Johnny,R,R,SLA,2B,47
broww101,Brown,Willard,R,R,SLA,OF,47
broww103,Brown,Walter,R,R,SLA,P,47
coler102,Coleman,Ray,L,R,SLA,OF,47
currp101,Currin,Perry,L,R,SLA,SS,47
deand102,Dean,Dizzy,R,R,SLA,P,47
dillb102,Dillinger,Bob,R,R,SLA,3B,47
earlj101,Early,Jake,L,R,SLA,C,47
fannc101,Fannin,Cliff,L,R,SLA,P,47
galed101,Galehouse,Denny,R,R,SLA,P,47
heatj101,Heath,Jeff,L,R,SLA,OF,47
hitcb101,Hitchcock,Billy,R,R,SLA,2B,47
iotth102,Iott,Hooks,B,L,SLA,P,47
judnw101,Judnich,Wally,L,L,SLA,1B,47
kinde101,Kinder,Ellis,R,R,SLA,P,47
kramj101,Kramer,Jack,R,R,SLA,P,47
lehnp101,Lehner,Paul,L,L,SLA,OF,47
mcqug102,McQuillen,Glenn,R,R,SLA,PH,47
mossl101,Moss,Les,R,R,SLA,C,47
moulg101,Moulder,Glen,R,R,SLA,P,47
muncb101,Muncrief,Bob,R,R,SLA,P,47
peter101,Peters,Rusty,R,R,SLA,2B,47
pottn102,Potter,Nels,L,R,SLA,P,47
sanff101,Sanford,Fred,B,R,SLA,P,47
schuj103,Schultz,Joe,L,R,SLA,PH,47
stepv101,Stephens,Vern,R,R,SLA,SS,47
swarb101,Swartz,Bud,L,L,SLA,P,47
thomh103,Thompson,Hank,L,R,SLA,2B,47
wittj102,Witte,Jerry,R,R,SLA,1B,47
zaria101,Zarilla,Al,L,R,SLA,OF,47
zolds101,Zoldak,Sam,L,L,SLA,P,47
braza101,Brazle,Al,L,L,SLN,P,47
brech101,Brecheen,Harry,L,L,SLN,P,47
burkk101,Burkhart,Ken,R,R,SLN,P,47
cregb101,Creger,Bernie,R,R,SLN,SS,47
crosj101,Cross,Jeff,R,R,SLN,3B,47
dickm101,Dickson,Murry,R,R,SLN,P,47
dierc101,Diering,Chuck,R,R,SLN,OF,47
dusae101,Dusak,Erv,R,R,SLN,OF,47
garaj101,Garagiola,Joe,L,R,SLN,C,47
grodj101,Grodzicki,Johnny,R,R,SLN,P,47
