retroID,Last,First,Bat,Throw,Team,Pos,season
joner101,Jones,Randy,R,L,SDN,P,75
kendf101,Kendall,Fred,R,R,SDN,C,75
kubit101,Kubiak,Ted,B,R,SDN,3B,75
lockg101,Locklear,Gene,L,R,SDN,OF,75
mccow101,McCovey,Willie,L,L,SDN,1B,75
mcinj101,McIntosh,Joe,B,R,SDN,P,75
metzb101,Metzger,Butch,R,R,SDN,P,75
mosej101,Moses,Jerry,R,R,SDN,C,75
robed102,Roberts,Dave,R,R,SDN,3B,75
scotj102,Scott,John,R,R,SDN,OF,75
shard101,Sharon,Dick,R,R,SDN,OF,75
siebs101,Siebert,Sonny,R,R,SDN,P,75
spild001,Spillner,Dan,R,R,SDN,P,75
strob101,Strom,Brent,R,L,SDN,P,75
tolab101,Tolan,Bobby,L,L,SDN,OF,75
tomld001,Tomlin,Dave,L,L,SDN,P,75
torrh101,Torres,Hector,R,R,SDN,SS,75
turnj101,Turner,Jerry,L,L,SDN,OF,75
valeb102,Valentine,Bobby,R,R,SDN,OF,75
winfd001,Winfield,Dave,R,R,SDN,OF,75
adamg101,Adams,Glenn,L,R,SFN,OF,75
alexg101,Alexander,Gary,R,R,SFN,C,75
arnoc101,Arnold,Chris,R,R,SFN,2B,75
barrj101,Barr,Jim,R,R,SFN,P,75
bradt102,Bradley,Tom,R,R,SFN,P,75
browj105,Brown,Jake,R,R,SFN,OF,75
caldm001,Caldwell,Mike,R,L,SFN,P,75
clarj001,Clark,Jack,R,R,SFN,OF,75
dacqj101,D'Acquisto,John,R,R,SFN,P,75
dresr101,Dressler,Rob,R,R,SFN,P,75
falcp001,Falcone,Pete,L,L,SFN,P,75
goode101,Goodson,Ed,L,R,SFN,1B,75
halie101,Halicki,Ed,R,R,SFN,P,75
heavd101,Heaverlo,Dave,R,R,SFN,P,75
hillm001,Hill,Marc,R,R,SFN,C,75
joshv101,Joshua,Von,L,L,SFN,OF,75
laveg001,Lavelle,Gary,B,L,SFN,P,75
lemaj001,LeMaster,Johnnie,R,R,SFN,SS,75
maddg001,Maddox,Garry,R,R,SFN,OF,75
mattg001,Matthews,Gary,R,R,SFN,OF,75
millb107,Miller,Bruce,R,R,SFN,3B,75
mintg001,Minton,Greg,B,R,SFN,P,75
moffr101,Moffitt,Randy,R,R,SFN,P,75
montj001,Montefusco,John,R,R,SFN,P,75
montw101,Montanez,Willie,L,L,SFN,1B,75
murcb101,Murcer,Bobby,L,R,SFN,OF,75
ontis101,Ontiveros,Steve,B,R,SFN,3B,75
philm101,Phillips,Mike,L,R,SFN,2B,75
raded101,Rader,Dave,L,R,SFN,C,75
robic101,Robinson,Craig,R,R,SFN,SS,75
sadem101,Sadek,Mike,R,R,SFN,C,75
speeh101,Speed,Horace,R,R,SFN,OF,75
speic001,Speier,Chris,R,R,SFN,SS,75
thomd001,Thomas,Derrel,B,R,SFN,2B,75
thomg101,Thomasson,Gary,L,L,SFN,OF,75
tomst101,Toms,Tommy,R,R,SFN,P,75
willc101,Williams,Charlie,R,R,SFN,P,75
barlm101,Barlow,Mike,L,R,SLN,P,75
billd101,Billings,Dick,R,R,SLN,PH,75
bradb105,Bradford,Buddy,R,R,SLN,OF,75
brine101,Brinkman,Ed,R,R,SLN,SS,75
brocl102,Brock,Lou,L,L,SLN,OF,75
bryar101,Bryant,Ron,B,L,SLN,P,75
cated101,Cater,Danny,R,R,SLN,1B,75
cruzh101,Cruz,Hector,R,R,SLN,3B,75
curtj001,Curtis,John,L,L,SLN,P,75
daviw102,Davis,Willie,L,L,SLN,OF,75
dennj001,Denny,John,R,R,SLN,P,75
dwyej001,Dwyer,Jim,L,L,SLN,OF,75
fairr101,Fairly,Ron,L,L,SLN,1B,75
forsb001,Forsch,Bob,R,R,SLN,P,75
garmm101,Garman,Mike,R,R,SLN,P,75
gibsb101,Gibson,Bob,R,R,SLN,P,75
guerm101,Guerrero,Mario,R,R,SLN,SS,75
hahnd102,Hahn,Don,R,R,SLN,OF,75
hernk001,Hernandez,Keith,L,L,SLN,1B,75
howad101,Howard,Doug,R,R,SLN,1B,75
hraba101,Hrabosky,Al,R,L,SLN,P,75
kellm101,Kelleher,Mick,R,R,SLN,SS,75
kuror101,Kurosaki,Ryan,R,R,SLN,P,75
lintl101,Lintz,Larry,B,R,SLN,2B,75
martt102,Martinez,Ted,R,R,SLN,OF,75
mcbrb101,McBride,Bake,L,R,SLN,OF,75
mcgll101,McGlothen,Lynn,L,R,SLN,P,75
melel101,Melendez,Luis,R,R,SLN,OF,75
moort101,Moore,Tommy,R,R,SLN,P,75
mumpj001,Mumphrey,Jerry,B,R,SLN,OF,75
parkh101,Parker,Harry,R,R,SLN,P,75
rasme101,Rasmussen,Eric,R,R,SLN,P,75
reedr001,Reed,Ron,R,R,SLN,P,75
reitk101,Reitz,Ken,R,R,SLN,3B,75
reynk101,Reynolds,Ken,L,L,SLN,P,75
rudok101,Rudolph,Ken,R,R,SLN,C,75
sader101,Sadecki,Ray,L,L,SLN,P,75
simmt001,Simmons,Ted,B,R,SLN,C,75
sizet101,Sizemore,Ted,R,R,SLN,2B,75
smitr101,Smith,Reggie,B,R,SLN,OF,75
sosae101,Sosa,Elias,R,R,SLN,P,75
terlg101,Terlecky,Greg,R,R,SLN,P,75
tysom101,Tyson,Mike,R,R,SLN,SS,75
wallm102,Wallace,Mike,L,L,SLN,P,75
bacsm101,Bacsik,Mike,R,R,TEX,P,75
bibbj001,Bibby,Jim,R,R,TEX,P,75
brine101,Brinkman,Ed,R,R,TEX,3B,75
browj109,Brown,Jackie,R,R,TEX,P,75
burrj001,Burroughs,Jeff,R,R,TEX,OF,75
cardl101,Cardenas,Leo,R,R,TEX,3B,75
clydd101,Clyde,David,L,L,TEX,P,75
cubbm101,Cubbage,Mike,L,R,TEX,2B,75
daviw102,Davis,Willie,L,L,TEX,OF,75
faheb101,Fahey,Bill,L,R,TEX,C,75
foucs101,Foucault,Steve,L,R,TEX,P,75
fregj101,Fregosi,Jim,R,R,TEX,1B,75
gidej101,Gideon,Jim,R,R,TEX,P,75
griet101,Grieve,Tom,R,R,TEX,OF,75
handb101,Hands,Bill,R,R,TEX,P,75
hargm001,Hargrove,Mike,L,L,TEX,OF,75
hargs101,Hargan,Steve,R,R,TEX,P,75
harrt001,Harrah,Toby,R,R,TEX,SS,75
hower001,Howell,Roy,L,R,TEX,3B,75
jenkf101,Jenkins,Fergie,R,R,TEX,P,75
joneb001,Jones,Bob,L,L,TEX,OF,75
kekim101,Kekich,Mike,R,L,TEX,P,75
lovij102,Lovitto,Joe,B,R,TEX,OF,75
merrj102,Merritt,Jim,L,L,TEX,P,75
moatd101,Moates,Dave,L,L,TEX,OF,75
moort101,Moore,Tommy,R,R,TEX,P,75
nelsd101,Nelson,Dave,R,R,TEX,2B,75
perrg101,Perry,Gaylord,R,R,TEX,P,75
perzs101,Perzanowski,Stan,B,R,TEX,P,75
pruir101,Pruitt,Ron,R,R,TEX,C,75
randl101,Randle,Lenny,B,R,TEX,2B,75
robst101,Robson,Tom,R,R,TEX,1B,75
smalr001,Smalley,Roy,B,R,TEX,SS,75
spenj101,Spencer,Jim,L,L,TEX,1B,75
sundj001,Sundberg,Jim,R,R,TEX,C,75
thoms102,Thomas,Stan,R,R,TEX,P,75
tovac101,Tovar,Cesar,R,R,TEX,DH,75
umbaj101,Umbarger,Jim,L,L,TEX,P,75
wrigc102,Wright,Clyde,R,L,TEX,P,75
asseb101,Asselstine,Brian,L,R,ATL,OF,76
autra101,Autry,Al,R,R,ATL,P,76
bearm101,Beard,Mike,L,L,ATL,P,76
bellr102,Belloir,Rob,R,R,ATL,SS,76
campr001,Camp,Rick,R,R,ATL,P,76
caprb101,Capra,Buzz,R,R,ATL,P,76
chand101,Chaney,Darrel,B,R,ATL,SS,76
corrv101,Correll,Vic,R,R,ATL,C,76
crowt101,Crowley,Terry,L,L,ATL,PH,76
dalcb101,Dal Canton,Bruce,R,R,ATL,P,76
devia101,Devine,Adrian,R,R,ATL,P,76
eastj001,Easterly,Jamie,L,L,ATL,P,76
edenm101,Eden,Mike,B,R,ATL,2B,76
evand001,Evans,Darrell,L,R,ATL,1B,76
gastc101,Gaston,Cito,R,R,ATL,OF,76
gilbr101,Gilbreath,Rod,R,R,ATL,2B,76
hannp101,Hanna,Preston,R,R,ATL,P,76
hendk101,Henderson,Ken,B,R,ATL,OF,76
lacof001,LaCorte,Frank,R,R,ATL,P,76
lacyl001,Lacy,Lee,R,R,ATL,2B,76
leonm101,Leon,Max,R,R,ATL,P,76
marsm101,Marshall,Mike,R,R,ATL,P,76
may-d101,May,Dave,L,R,ATL,OF,76
messa101,Messersmith,Andy,R,R,ATL,P,76
montw101,Montanez,Willie,L,L,ATL,1B,76
moorj101,Moore,Junior,R,R,ATL,3B,76
morer101,Moret,Roger,B,L,ATL,P,76
mortc102,Morton,Carl,R,R,ATL,P,76
murpd001,Murphy,Dale,R,R,ATL,C,76
niekp001,Niekro,Phil,R,R,ATL,P,76
offir101,Office,Rowland,L,L,ATL,OF,76
pacit001,Paciorek,Tom,R,R,ATL,OF,76
perem101,Perez,Marty,R,R,ATL,2B,76
pocob001,Pocoroba,Biff,B,R,ATL,C,76
robic101,Robinson,Craig,R,R,ATL,2B,76
rockp101,Rockett,Pat,R,R,ATL,SS,76
roysj001,Royster,Jerry,R,R,ATL,3B,76
ruthd001,Ruthven,Dick,R,R,ATL,P,76
sosae101,Sosa,Elias,R,R,ATL,P,76
torrp101,Torrealba,Pablo,L,L,ATL,P,76
varnp101,Varney,Pete,R,R,ATL,C,76
wille101,Williams,Earl,R,R,ATL,C,76
wynnj101,Wynn,Jim,R,R,ATL,OF,76
alexd001,Alexander,Doyle,R,R,BAL,P,76
bailb001,Bailor,Bob,R,R,BAL,DH,76
belam101,Belanger,Mark,R,R,BAL,SS,76
blaip101,Blair,Paul,R,R,BAL,OF,76
bumba001,Bumbry,Al,L,R,BAL,OF,76
crowt101,Crowley,Terry,L,L,BAL,DH,76
cuelm101,Cuellar,Mike,L,L,BAL,P,76
dauer001,Dauer,Rich,R,R,BAL,2B,76
decid001,DeCinces,Doug,R,R,BAL,3B,76
dempr001,Dempsey,Rick,R,R,BAL,C,76
duncd101,Duncan,Dave,R,R,BAL,C,76
flanm001,Flanagan,Mike,L,L,BAL,P,76
garck001,Garcia,Kiko,R,R,BAL,SS,76
garlw101,Garland,Wayne,R,R,BAL,P,76
gricb001,Grich,Bobby,R,R,BAL,2B,76
grimr101,Grimsley,Ross,L,L,BAL,P,76
harpt101,Harper,Tommy,R,R,BAL,DH,76
hende103,Hendricks,Elrod,L,R,BAL,C,76
holdf101,Holdsworth,Fred,R,R,BAL,P,76
holtk101,Holtzman,Ken,R,L,BAL,P,76
jackg101,Jackson,Grant,B,L,BAL,P,76
jackr001,Jackson,Reggie,L,L,BAL,OF,76
martd001,Martinez,Dennis,R,R,BAL,P,76
martt001,Martinez,Tippy,L,L,BAL,P,76
may-l101,May,Lee,R,R,BAL,1B,76
may-r101,May,Rudy,L,L,BAL,P,76
mcgrs001,McGregor,Scott,B,L,BAL,P,76
milld101,Miller,Dyar,R,R,BAL,P,76
moraa101,Mora,Andres,R,R,BAL,DH,76
muset101,Muser,Tony,L,L,BAL,1B,76
nordt101,Nordbrook,Tim,R,R,BAL,2B,76
pagad101,Pagan,Dave,R,R,BAL,P,76
palmj001,Palmer,Jim,R,R,BAL,P,76
robib104,Robinson,Brooks,R,R,BAL,3B,76
shopt101,Shopay,Tom,L,R,BAL,OF,76
singk001,Singleton,Ken,B,R,BAL,OF,76
stilr102,Stillman,Royle,L,L,BAL,DH,76
bakej103,Baker,Jack,R,R,BOS,1B,76
burlr001,Burleson,Rick,R,R,BOS,SS,76
carbb101,Carbo,Bernie,L,R,BOS,DH,76
clevr101,Cleveland,Reggie,R,R,BOS,P,76
coopc001,Cooper,Cecil,L,L,BOS,1B,76
darwb101,Darwin,Bobby,R,R,BOS,OF,76
dills101,Dillard,Steve,R,R,BOS,3B,76
doyld102,Doyle,Denny,L,R,BOS,2B,76
evand002,Evans,Dwight,R,R,BOS,OF,76
fiskc001,Fisk,Carlton,R,R,BOS,C,76
grifd101,Griffin,Doug,R,R,BOS,2B,76
heisb101,Heise,Bob,R,R,BOS,3B,76
hobsb101,Hobson,Butch,R,R,BOS,3B,76
houst101,House,Tom,L,L,BOS,P,76
jenkf101,Jenkins,Fergie,R,R,BOS,P,76
johnd103,Johnson,Deron,R,R,BOS,DH,76
joner102,Jones,Rick,L,L,BOS,P,76
kreur101,Kreuger,Rick,R,L,BOS,P,76
lee-b101,Lee,Bill,L,L,BOS,P,76
lynnf001,Lynn,Fred,L,L,BOS,OF,76
merca101,Merchant,Andy,L,R,BOS,C,76
millr001,Miller,Rick,L,L,BOS,OF,76
montb101,Montgomery,Bob,R,R,BOS,C,76
murpt101,Murphy,Tom,R,R,BOS,P,76
petrr101,Petrocelli,Rico,R,R,BOS,3B,76
poled101,Pole,Dick,R,R,BOS,P,76
ricej001,Rice,Jim,R,R,BOS,OF,76
tianl101,Tiant,Luis,R,R,BOS,P,76
white002,Whitt,Ernie,L,R,BOS,C,76
willj102,Willoughby,Jim,R,R,BOS,P,76
wiser101,Wise,Rick,R,R,BOS,P,76
yastc101,Yastrzemski,Carl,L,R,BOS,1B,76
alvao102,Alvarez,Orlando,R,R,CAL,OF,76
bochb001,Bochte,Bruce,L,L,CAL,OF,76
bondb101,Bonds,Bobby,R,R,CAL,OF,76
brewj102,Brewer,Jim,L,L,CAL,P,76
brigd101,Briggs,Dan,L,L,CAL,1B,76
chald101,Chalk,Dave,R,R,CAL,SS,76
colld001,Collins,Dave,B,L,CAL,OF,76
dadep101,Dade,Paul,R,R,CAL,OF,76
davit103,Davis,Tommy,R,R,CAL,DH,76
dragd101,Drago,Dick,R,R,CAL,P,76
dunns101,Dunning,Steve,R,R,CAL,P,76
easlm001,Easler,Mike,L,R,CAL,DH,76
etcha101,Etchebarren,Andy,R,R,CAL,C,76
garra101,Garrett,Adrian,L,R,CAL,C,76
guerm101,Guerrero,Mario,R,R,CAL,2B,76
hampi101,Hampton,Ike,B,R,CAL,C,76
hartp001,Hartzell,Paul,R,R,CAL,P,76
hassa001,Hassler,Andy,L,L,CAL,P,76
herre102,Herrmann,Ed,L,R,CAL,C,76
humpt101,Humphrey,Terry,R,R,CAL,C,76
jackr002,Jackson,Ron,R,R,CAL,3B,76
joneb001,Jones,Bob,L,L,CAL,OF,76
kirkd101,Kirkwood,Don,R,R,CAL,P,76
lahoj101,Lahoud,Joe,L,L,CAL,OF,76
lopec101,Lopez,Carlos,R,R,CAL,OF,76
meltb101,Melton,Bill,R,R,CAL,DH,76
milem101,Miley,Mike,B,R,CAL,SS,76
mongs001,Monge,Sid,B,L,CAL,P,76
nordt101,Nordbrook,Tim,R,R,CAL,SS,76
overm101,Overy,Mike,R,R,CAL,P,76
ramio101,Ramirez,Orlando,R,R,CAL,SS,76
remyj001,Remy,Jerry,L,R,CAL,2B,76
rossg102,Ross,Gary,R,R,CAL,P,76
ryann001,Ryan,Nolan,R,R,CAL,P,76
scotm101,Scott,Mickey,L,L,CAL,P,76
smitb101,Smith,Billy,B,R,CAL,SS,76
solat101,Solaita,Tony,L,L,CAL,1B,76
stanl102,Stanton,Leroy,R,R,CAL,OF,76
tanaf001,Tanana,Frank,L,L,CAL,P,76
torrr101,Torres,Rusty,B,R,CAL,OF,76
verhj101,Verhoeven,John,R,R,CAL,P,76
wheeg101,Wheelock,Gary,R,R,CAL,P,76
banna001,Bannister,Alan,R,R,CHA,OF,76
barrf101,Barrios,Francisco,R,R,CHA,P,76
bellk101,Bell,Kevin,R,R,CHA,3B,76
bradb105,Bradford,Buddy,R,R,CHA,OF,76
bretk101,Brett,Ken,L,L,CHA,P,76
brohj101,Brohamer,Jack,L,R,CHA,2B,76
carrc103,Carroll,Clay,R,R,CHA,P,76
coggr101,Coggins,Rich,L,L,CHA,OF,76
dentb001,Dent,Bucky,R,R,CHA,SS,76
downb001,Downing,Brian,R,R,CHA,C,76
enrig101,Enright,George,R,R,CHA,C,76
essij001,Essian,Jim,R,R,CHA,C,76
ewins101,Ewing,Sam,L,L,CHA,DH,76
forst001,Forster,Terry,L,L,CHA,P,76
garrr101,Garr,Ralph,L,R,CHA,OF,76
gossr001,Gossage,Rich,R,R,CHA,P,76
hairj001,Hairston,Jerry,B,R,CHA,OF,76
hamid101,Hamilton,Dave,L,L,CHA,P,76
jeffj101,Jefferson,Jesse,R,R,CHA,P,76
johnb105,Johnson,Bart,R,R,CHA,P,76
johnl101,Johnson,Lamar,R,R,CHA,DH,76
jonec102,Jones,Cleon,R,L,CHA,OF,76
kellp101,Kelly,Pat,L,L,CHA,DH,76
knapc101,Knapp,Chris,R,R,CHA,P,76
kravk101,Kravec,Ken,L,L,CHA,P,76
kucej101,Kucek,Jack,R,R,CHA,P,76
lemoc001,Lemon,Chet,R,R,CHA,OF,76
may-c101,May,Carlos,L,R,CHA,DH,76
minom101,Minoso,Minnie,R,R,CHA,DH,76
monrl101,Monroe,Larry,R,R,CHA,P,76
nordw101,Nordhagen,Wayne,R,R,CHA,OF,76
nyman101,Nyman,Nyls,L,R,CHA,OF,76
odomj101,Odom,Blue Moon,R,R,CHA,P,76
ortaj001,Orta,Jorge,L,R,CHA,OF,76
ottej101,Otten,Jim,R,R,CHA,P,76
roofp101,Roof,Phil,R,R,CHA,C,76
spenj101,Spencer,Jim,L,L,CHA,1B,76
steib001,Stein,Bill,R,R,CHA,2B,76
varnp101,Varney,Pete,R,R,CHA,C,76
vuckp001,Vuckovich,Pete,R,R,CHA,P,76
woodw103,Wood,Wilbur,R,L,CHA,P,76
yanch101,Yancy,Hugh,R,R,CHA,2B,76
adamm102,Adams,Mike,R,R,CHN,OF,76
biitl101,Biittner,Larry,L,L,CHN,1B,76
bonhb101,Bonham,Bill,R,R,CHN,P,76
burrr001,Burris,Ray,R,R,CHN,P,76
cardj101,Cardenal,Jose,R,R,CHN,OF,76
colej102,Coleman,Joe,R,R,CHN,P,76
crosk101,Crosby,Ken,R,R,CHN,P,76
dettt101,Dettore,Tom,L,R,CHN,P,76
fraik101,Frailing,Ken,L,L,CHN,P,76
garmm101,Garman,Mike,R,R,CHN,P,76
hernr102,Hernandez,Ramon,B,L,CHN,P,76
hoslt101,Hosley,Tim,R,R,CHN,PH,76
hundr101,Hundley,Randy,R,R,CHN,C,76
kellm101,Kelleher,Mick,R,R,CHN,SS,76
knowd101,Knowles,Darold,L,L,CHN,P,76
krukm001,Krukow,Mike,R,R,CHN,P,76
lacop101,LaCock,Pete,L,L,CHN,1B,76
madlb001,Madlock,Bill,R,R,CHN,3B,76
mittg101,Mitterwald,George,R,R,CHN,C,76
mondr001,Monday,Rick,L,L,CHN,OF,76
moraj101,Morales,Jerry,R,R,CHN,OF,76
putme101,Putman,Ed,R,R,CHN,C,76
renks101,Renko,Steve,R,R,CHN,P,76
reusp101,Reuschel,Paul,R,R,CHN,P,76
reusr001,Reuschel,Rick,R,R,CHN,P,76
rosed101,Rosello,Dave,R,R,CHN,SS,76
schub104,Schultz,Buddy,R,L,CHN,P,76
sperr101,Sperring,Rob,R,R,CHN,3B,76
stons101,Stone,Steve,R,R,CHN,P,76
summc001,Summers,Champ,L,R,CHN,OF,76
suttb001,Sutter,Bruce,R,R,CHN,P,76
swiss101,Swisher,Steve,R,R,CHN,C,76
tabbj101,Tabb,Jerry,L,R,CHN,1B,76
thora001,Thornton,Andre,R,R,CHN,1B,76
trilm001,Trillo,Manny,R,R,CHN,2B,76
tyrow101,Tyrone,Wayne,R,R,CHN,OF,76
wallj101,Wallis,Joe,B,R,CHN,OF,76
zahng001,Zahn,Geoff,L,L,CHN,P,76
zamoo101,Zamora,Oscar,R,R,CHN,P,76
alcas101,Alcala,Santo,R,R,CIN,P,76
armbe101,Armbrister,Ed,R,R,CIN,OF,76
bailb103,Bailey,Bob,R,R,CIN,OF,76
bencj101,Bench,Johnny,R,R,CIN,C,76
billj101,Billingham,Jack,R,R,CIN,P,76
borbp101,Borbon,Pedro,R,R,CIN,P,76
concd001,Concepcion,Dave,R,R,CIN,SS,76
darcp101,Darcy,Pat,L,R,CIN,P,76
dried001,Driessen,Dan,L,R,CIN,1B,76
eastr101,Eastwick,Rawly,R,R,CIN,P,76
flynd001,Flynn,Doug,R,R,CIN,2B,76
fostg001,Foster,George,R,R,CIN,OF,76
geroc101,Geronimo,Cesar,L,L,CIN,OF,76
grifk001,Griffey,Ken,L,L,CIN,OF,76
gulld101,Gullett,Don,R,L,CIN,P,76
hendj102,Henderson,Joe,L,R,CIN,P,76
hintr101,Hinton,Rich,L,L,CIN,P,76
lum-m101,Lum,Mike,L,L,CIN,OF,76
mcenw101,McEnaney,Will,L,L,CIN,P,76
morgj001,Morgan,Joe,L,R,CIN,2B,76
nolag101,Nolan,Gary,R,R,CIN,P,76
normf101,Norman,Fred,B,L,CIN,P,76
peret001,Perez,Tony,R,R,CIN,1B,76
plumb101,Plummer,Bill,R,R,CIN,C,76
rosep001,Rose,Pete,B,R,CIN,3B,76
sarmm101,Sarmiento,Manny,R,R,CIN,P,76
wernd101,Werner,Don,R,R,CIN,C,76
younj001,Youngblood,Joel,R,R,CIN,OF,76
zachp001,Zachry,Pat,R,R,CIN,P,76
ashba001,Ashby,Alan,B,R,CLE,C,76
bellb001,Bell,Buddy,R,R,CLE,3B,76
bibbj001,Bibby,Jim,R,R,CLE,P,76
blanl101,Blanks,Larvell,R,R,CLE,SS,76
browj109,Brown,Jackie,R,R,CLE,P,76
buskt101,Buskey,Tom,R,R,CLE,P,76
cartr101,Carty,Rico,R,R,CLE,DH,76
ceror001,Cerone,Rick,R,R,CLE,C,76
crose101,Crosby,Ed,L,R,CLE,3B,76
dobsp101,Dobson,Pat,R,R,CLE,P,76
dufff101,Duffy,Frank,R,R,CLE,SS,76
ecked001,Eckersley,Dennis,R,R,CLE,P,76
fossr101,Fosse,Ray,R,R,CLE,C,76
gonzo101,Gonzalez,Orlando,L,L,CLE,1B,76
grifa001,Griffin,Alfredo,B,R,CLE,SS,76
hendg001,Hendrick,George,R,R,CLE,OF,76
hoodd101,Hood,Don,L,L,CLE,P,76
howad101,Howard,Doug,R,R,CLE,1B,76
kernj001,Kern,Jim,R,R,CLE,P,76
kuipd001,Kuiper,Duane,L,R,CLE,2B,76
larod101,LaRoche,Dave,L,L,CLE,P,76
lis-j101,Lis,Joe,R,R,CLE,1B,76
lowej001,Lowenstein,John,L,R,CLE,OF,76
mannr001,Manning,Rick,L,R,CLE,OF,76
parkh101,Parker,Harry,R,R,CLE,P,76
petef101,Peterson,Fritz,B,L,CLE,P,76
poweb101,Powell,Boog,L,R,CLE,1B,76
pruir101,Pruitt,Ron,R,R,CLE,OF,76
raice101,Raich,Eric,R,R,CLE,P,76
robif103,Robinson,Frank,R,R,CLE,DH,76
smitt102,Smith,Tommy,L,R,CLE,OF,76
spikc101,Spikes,Charlie,R,R,CLE,OF,76
thoms102,Thomas,Stan,R,R,CLE,P,76
waitr001,Waits,Rick,L,L,CLE,P,76
barer101,Bare,Ray,R,R,DET,P,76
colej102,Coleman,Joe,R,R,DET,P,76
crawj102,Crawford,Jim,L,L,DET,P,76
fidrm101,Fidrych,Mark,R,R,DET,P,76
freeb103,Freehan,Bill,R,R,DET,C,76
garcp101,Garcia,Pedro,R,R,DET,2B,76
glyne001,Glynn,Ed,R,L,DET,P,76
grils101,Grilli,Steve,R,R,DET,P,76
hillj101,Hiller,John,R,L,DET,P,76
hortw101,Horton,Willie,R,R,DET,DH,76
johna104,Johnson,Alex,R,R,DET,OF,76
kimmb101,Kimm,Bruce,R,R,DET,C,76
lanem101,Lane,Marvin,R,R,DET,OF,76
laxtb101,Laxton,Bill,L,L,DET,P,76
leflr101,LeFlore,Ron,R,R,DET,OF,76
lemad101,Lemanczyk,Dave,R,R,DET,P,76
maccf101,MacCormack,Frank,R,R,DET,P,76
mankp101,Mankowski,Phil,L,R,DET,3B,76
manuj101,Manuel,Jerry,B,R,DET,2B,76
may-m001,May,Milt,L,R,DET,C,76
meyed001,Meyer,Dan,L,R,DET,OF,76
oglib001,Oglivie,Ben,L,L,DET,OF,76
robed101,Roberts,Dave,L,L,DET,P,76
rodra101,Rodriguez,Aurelio,R,R,DET,3B,76
ruhlv001,Ruhle,Vern,R,R,DET,P,76
scric101,Scrivener,Chuck,R,R,DET,2B,76
stanm101,Stanley,Mickey,R,R,DET,OF,76
staur001,Staub,Rusty,L,R,DET,OF,76
suthg101,Sutherland,Gary,R,R,DET,2B,76
thomj001,Thompson,Jason,L,L,DET,1B,76
veryt001,Veryzer,Tom,R,R,DET,SS,76
wagnm001,Wagner,Mark,R,R,DET,SS,76
wockj001,Wockenfuss,John,R,R,DET,C,76
andrr101,Andrews,Rob,R,R,HOU,2B,76
anduj001,Andujar,Joaquin,B,R,HOU,P,76
barlm101,Barlow,Mike,L,R,HOU,P,76
boswk101,Boswell,Ken,L,R,HOU,3B,76
cabee001,Cabell,Enos,R,R,HOU,3B,76
cedec001,Cedeno,Cesar,R,R,HOU,OF,76
chilr101,Chiles,Rich,L,L,HOU,OF,76
cosgm101,Cosgrove,Mike,L,L,HOU,P,76
cruzj001,Cruz,Jose,L,L,HOU,OF,76
davaj101,DaVanon,Jerry,R,R,HOU,2B,76
dierl101,Dierker,Larry,R,R,HOU,P,76
forsk001,Forsch,Ken,R,R,HOU,P,76
grift101,Griffin,Tom,R,R,HOU,P,76
grosg001,Gross,Greg,L,L,HOU,OF,76
hardl101,Hardy,Larry,R,R,HOU,P,76
herre102,Herrmann,Ed,L,R,HOU,C,76
howaw101,Howard,Wilbur,B,R,HOU,OF,76
howea001,Howe,Art,R,R,HOU,3B,76
javia101,Javier,Al,R,R,HOU,OF,76
johnc001,Johnson,Cliff,R,R,HOU,C,76
jutzs101,Jutze,Skip,R,R,HOU,C,76
larsd101,Larson,Dan,R,R,HOU,P,76
lemom101,Lemongello,Mark,R,R,HOU,P,76
mclab101,McLaughlin,Bo,R,R,HOU,P,76
metzr101,Metzger,Roger,B,R,HOU,SS,76
milbl001,Milbourne,Larry,B,R,HOU,2B,76
niekj001,Niekro,Joe,R,R,HOU,P,76
pentg101,Pentz,Gene,R,R,HOU,P,76
richj101,Richard,J.R.,R,R,HOU,P,76
robel001,Roberts,Leon,R,R,HOU,OF,76
rondg101,Rondon,Gil,R,R,HOU,P,76
sambj001,Sambito,Joe,L,L,HOU,P,76
siebp101,Siebert,Paul,L,L,HOU,P,76
sosaj101,Sosa,Jose,R,R,HOU,P,76
tavea101,Taveras,Alex,R,R,HOU,2B,76
watsb001,Watson,Bob,R,R,HOU,1B,76
birdd101,Bird,Doug,R,R,KCA,P,76
bretg001,Brett,George,L,R,KCA,3B,76
brunt101,Bruno,Tom,R,R,KCA,P,76
busbs101,Busby,Steve,R,R,KCA,P,76
cowea001,Cowens,Al,R,R,KCA,OF,76
cramg101,Cram,Jerry,R,R,KCA,P,76
davit103,Davis,Tommy,R,R,KCA,DH,76
fitza101,Fitzmorris,Al,B,R,KCA,P,76
gural001,Gura,Larry,B,L,KCA,P,76
hallt101,Hall,Tom,L,L,KCA,P,76
hassa001,Hassler,Andy,L,L,KCA,P,76
healf102,Healy,Fran,R,R,KCA,C,76
joner002,Jones,Ruppert,L,L,KCA,OF,76
leond001,Leonard,Dennis,R,R,KCA,P,76
littm101,Littell,Mark,L,R,KCA,P,76
martb001,Martinez,Buck,R,R,KCA,C,76
maybj101,Mayberry,John,L,L,KCA,1B,76
mcclb001,McClure,Bob,R,L,KCA,P,76
mcrah001,McRae,Hal,R,R,KCA,DH,76
mings101,Mingori,Steve,L,L,KCA,P,76
nelsd101,Nelson,Dave,R,R,KCA,2B,76
